Speaker,Speech,Day,Primetime,Politician,Army
We have to heal the divides in our country. Not just on guns. But on race. Immigration. And more. That starts with listening to each other. Hearing each other. Trying, as best we can, to walk in each other's shoes.  

So let's put ourselves in the shoes of young black and Latino men and women who face the effects of systemic racism, and are made to feel like their lives are disposable.

Let's put ourselves in the shoes of police officers, kissing their kids and spouses goodbye every day and heading off to do a dangerous and necessary job. We will reform our criminal justice system from end-to-end, and rebuild trust between law enforcement and the communities they serve. 

We will defend all our rights – civil rights, human rights and voting rights.  women's rights and workers' rights.  LGBT rights and the rights of people with disabilities! 

And we will stand up against mean and divisive rhetoric wherever it comes from. You know, for the past year, many people made the mistake of laughing off Donald Trump's comments – excusing him as an entertainer just putting on a show. They think he couldn't possibly mean all the horrible things he says – like when he called women ''pigs.''

Or said that an American judge couldn't be fair because of his Mexican heritage. Or when he mocks and mimics a reporter with a disability.  Or insults prisoners of war like John McCain –a true hero and patriot who deserves our respect.

At first, I admit, I couldn't believe he meant it either. It was just too hard to fathom – that someone who wants to lead our nation could say those things. Could be like that.   

But here's the sad truth: There is no other Donald Trump. This is it. And in the end, it comes down to what Donald Trump doesn't get: that America is great – because America is good.  

So enough with the bigotry and bombast. Donald Trump's not offering real change. He's offering empty promises. What are we offering? A bold agenda to improve the lives of people across our country - to keep you safe, to get you good jobs, and to give your kids the opportunities they deserve. The choice is clear, my friends.
